Actual,RNN_Prediction,LSTM_Prediction,RNN_Residual,LSTM_Residual
99756.90625,85111.39,85640.586,14645.515625,14116.3203125
104462.0390625,85573.12,87111.22,18888.921875,17350.8203125
104408.0703125,87325.625,89178.46,17082.4453125,15229.609375
101089.609375,88608.84,91053.65,12480.765625,10035.9609375
102016.6640625,86904.586,91697.31,15112.078125,10319.3515625
106146.265625,85669.24,91743.42,20477.0234375,14402.84375
103653.0703125,87305.74,92338.91,16347.328125,11314.1640625
103960.171875,88178.8,92586.92,15781.375,11373.25
104819.484375,87360.4,92676.195,17459.0859375,12143.2890625
104714.6484375,87409.0,92824.24,17305.6484375,11890.40625
102682.5,87939.29,92948.73,14743.2109375,9733.7734375
102087.6875,86723.16,92625.36,15364.53125,9462.328125
101332.4765625,85062.484,92025.94,16269.9921875,9306.5390625
103703.2109375,85221.16,91274.95,18482.0546875,12428.2578125
104735.3046875,87058.375,91096.516,17676.9296875,13638.7890625
102405.0234375,87866.555,91462.89,14538.46875,10942.1328125
100655.90625,86578.914,91554.74,14076.9921875,9101.1640625
97688.9765625,85517.36,91123.09,12171.6171875,6565.8828125
101405.421875,83821.664,89927.21,17583.7578125,11478.2109375
97871.8203125,84752.35,89358.64,13119.46875,8513.1796875
96615.4453125,84290.39,88555.88,12325.0546875,8059.5625
96593.296875,83380.336,87569.85,13212.9609375,9023.4453125
96529.0859375,82847.734,86707.69,13681.3515625,9821.3984375
96482.453125,82713.195,86094.96,13769.2578125,10387.4921875
96500.09375,83044.3,85740.94,13455.796875,10759.15625
97437.5546875,82508.36,85600.17,14929.1953125,11837.3828125
95747.4296875,83272.5,85780.6,12474.9296875,9966.828125
97885.859375,83275.46,85747.05,14610.3984375,12138.8125
96623.8671875,83559.375,86027.01,13064.4921875,10596.859375
97508.96875,83245.586,86156.83,14263.3828125,11352.140625
97580.3515625,83327.41,86353.9,14252.9453125,11226.453125
96175.03125,83657.555,86556.14,12517.4765625,9618.890625
95773.3828125,83060.56,86438.914,12712.8203125,9334.46875
95539.546875,82763.03,86104.88,12776.515625,9434.6640625
96635.609375,82388.74,85693.35,14246.8671875,10942.2578125
98333.9375,82623.875,85557.76,15710.0625,12776.1796875
96125.546875,83685.45,85934.85,12440.09375,10190.6953125
96577.7578125,83091.56,86052.79,13486.1953125,10524.96875
96273.921875,83248.24,86089.45,13025.6796875,10184.46875
91418.171875,82867.98,86012.63,8550.1953125,5405.5390625
88736.171875,80632.914,84940.195,8103.2578125,3795.9765625
84347.0234375,77836.086,83076.0,6510.9375,1271.0234375
84704.2265625,75188.31,80385.14,9515.9140625,4319.0859375
84373.0078125,74884.97,77965.69,9488.0390625,6407.3203125
86031.9140625,75076.58,76185.03,10955.3359375,9846.8828125
94248.3515625,75888.625,75457.25,18359.7265625,18791.1015625
86065.671875,80302.555,77026.93,5763.1171875,9038.7421875
87222.1953125,79303.35,77860.8,7918.84375,9361.3984375
90623.5625,76990.71,78272.7,13632.8515625,12350.859375
89961.7265625,78293.19,79040.88,11668.5390625,10920.84375
86742.671875,79392.445,79695.05,7350.2265625,7047.625
86154.59375,78346.92,79487.055,7807.671875,6667.5390625
80601.0390625,75943.25,78769.65,4657.7890625,1831.390625
78532.0,74070.305,76916.766,4461.6953125,1615.234375
82862.2109375,71938.95,74509.0,10923.2578125,8353.2109375
83722.359375,72014.77,73195.734,11707.5859375,10526.625
81066.703125,74075.77,72932.22,6990.9296875,8134.484375
83969.1015625,74551.99,72766.56,9417.109375,11202.5390625
84343.109375,74939.9,73229.55,9403.2109375,11113.5625
82579.6875,75143.93,73991.24,7435.7578125,8588.4453125
84075.6875,74748.3,74349.39,9327.390625,9726.296875
82718.5,74419.56,74711.125,8298.9375,8007.375
86854.2265625,74333.555,74724.305,12520.671875,12129.921875
84167.1953125,76810.45,75396.336,7356.7421875,8770.859375
84043.2421875,76903.18,75718.66,7140.0625,8324.5859375
83832.484375,75090.93,75753.83,8741.5546875,8078.65625
86054.375,74274.14,75590.76,11780.234375,10463.6171875
87498.9140625,75810.21,75818.78,11688.703125,11680.1328125
87471.703125,77636.38,76494.26,9835.3203125,10977.4453125
86900.8828125,77507.91,77233.414,9392.9765625,9667.46875
87177.1015625,77536.34,77705.5,9640.7578125,9471.6015625
84353.1484375,77049.86,77978.59,7303.2890625,6374.5546875
82597.5859375,75572.17,77513.76,7025.4140625,5083.828125
82334.5234375,73556.77,76427.664,8777.75,5906.859375
82548.9140625,73434.75,75265.09,9114.1640625,7283.8203125
85169.171875,73976.06,74365.63,11193.109375,10803.5390625
82485.7109375,75481.39,74325.42,7004.3203125,8160.2890625
83102.828125,74854.875,74213.27,8247.953125,8889.5546875
83843.8046875,74322.85,74202.87,9520.953125,9640.9375
83504.796875,74744.61,74381.68,8760.1875,9123.1171875
78214.484375,74704.48,74546.8,3510.0078125,3667.6875
79235.3359375,72348.05,73599.266,6887.2890625,5636.0703125
76271.953125,71377.17,72513.59,4894.78125,3758.359375
82573.953125,70358.64,71054.38,12215.3125,11519.5703125
79626.140625,72497.96,70955.53,7128.1796875,8670.609375
83404.8359375,72942.67,71039.35,10462.1640625,12365.484375
85287.109375,73723.14,71938.65,11563.96875,13348.4609375
83684.9765625,76364.81,73411.72,7320.1640625,10273.2578125
84542.390625,75938.83,74501.71,8603.5625,10040.6796875
83668.9921875,75697.38,75297.87,7971.609375,8371.125
84033.8671875,74443.57,75582.79,9590.296875,8451.078125
84895.75,75033.375,75620.695,9862.375,9275.0546875
84450.8046875,75753.36,75709.76,8697.4453125,8741.046875
85063.4140625,75479.21,75723.74,9584.203125,9339.671875
85174.3046875,75868.69,75820.516,9305.6171875,9353.7890625
87518.90625,75820.54,75958.84,11698.3671875,11560.0625
93441.890625,76558.61,76557.96,16883.28125,16883.9296875
93699.109375,80256.92,78457.125,13442.1875,15241.984375
93943.796875,82182.28,80631.14,11761.515625,13312.65625
94720.5,82320.84,82461.82,12399.65625,12258.6796875
94646.9296875,81998.28,83826.0,12648.6484375,10820.9296875
93754.84375,82015.18,84611.75,11739.6640625,9143.09375
94978.75,81785.28,84738.58,13193.46875,10240.171875
94284.7890625,81538.84,84768.73,12745.9453125,9516.0625
94207.3125,81660.06,84613.555,12547.25,9593.7578125
